Source,Target,Weight,Type
claudius,laertes,4,undirected
claudius,rosencrantz,4,undirected
claudius,guildenstern,4,undirected
claudius,hamlet,2,undirected
claudius,lucianus,1,undirected
claudius,cornelius,1,undirected
claudius,gertrude,5,undirected
claudius,ophelia,2,undirected
claudius,voltemand,1,undirected
claudius,polonius,4,undirected
claudius,osric,1,undirected
horatio,servant_ham,1,undirected
horatio,marcellus,4,undirected
guildenstern,rosencrantz,9,undirected
guildenstern,hamlet,2,undirected
guildenstern,ophelia,1,undirected
guildenstern,polonius,1,undirected
hamlet,laertes,3,undirected
hamlet,rosencrantz,1,undirected
hamlet,horatio,4,undirected
hamlet,marcellus,1,undirected
hamlet,ophelia,1,undirected
hamlet,voltemand,1,undirected
hamlet,polonius,1,undirected
hamlet,players,1,undirected
cornelius,laertes,1,undirected
cornelius,hamlet,1,undirected
cornelius,gertrude,1,undirected
cornelius,ophelia,1,undirected
cornelius,voltemand,1,undirected
cornelius,polonius,1,undirected
gertrude,laertes,2,undirected
gertrude,rosencrantz,3,undirected
gertrude,guildenstern,3,undirected
gertrude,hamlet,2,undirected
gertrude,horatio,1,undirected
gertrude,ophelia,2,undirected
gertrude,voltemand,1,undirected
gertrude,polonius,3,undirected
gertrude,hamgent,1,undirected
gertrude,osric,1,undirected
polonius,rosencrantz,1,undirected
polonius,voltemand,1,undirected
polonius,reynaldo,1,undirected
laertes,ophelia,2,undirected
laertes,voltemand,1,undirected
laertes,polonius,1,undirected
laertes,osric,1,undirected
bernardo,horatio,1,undirected
bernardo,marcellus,1,undirected
bernardo,francisco,1,undirected
ophelia,rosencrantz,1,undirected
ophelia,voltemand,1,undirected
ophelia,polonius,2,undirected
PlayerQueen,players,1,undirected
hamghost,hamlet,3,undirected
hamgent,horatio,1,undirected
PlayerKing,PlayerQueen,1,undirected
PlayerKing,players,1,undirected
