Source,Target,Weight,Type
sailor_ham,servant_ham,1,undirected
claudius,sailor_ham,1,undirected
claudius,laertes,6,undirected
claudius,rosencrantz,13,undirected
claudius,clown2_ham,1,undirected
claudius,guildenstern,18,undirected
claudius,hamlet,20,undirected
claudius,lucianus,3,undirected
claudius,servant_ham,1,undirected
claudius,cornelius,2,undirected
claudius,gertrude,16,undirected
claudius,hamghost,7,undirected
claudius,hampriest,1,undirected
claudius,horatio,10,undirected
claudius,clown1_ham,1,undirected
claudius,marcellus,2,undirected
claudius,ophelia,17,undirected
claudius,voltemand,3,undirected
claudius,messenger_ham,4,undirected
claudius,lord_ham,2,undirected
claudius,polonius,16,undirected
claudius,father_FatherofGhost,1,undirected
claudius,fortinbras,6,undirected
claudius,reynaldo,1,undirected
claudius,players,4,undirected
claudius,hamgent,1,undirected
claudius,osric,2,undirected
horatio,sailor_ham,1,undirected
horatio,laertes,5,undirected
horatio,rosencrantz,3,undirected
horatio,neptune,1,undirected
horatio,lucianus,1,undirected
horatio,servant_ham,1,undirected
horatio,marcellus,4,undirected
horatio,ophelia,7,undirected
horatio,voltemand,1,undirected
horatio,messenger_ham,4,undirected
horatio,lord_ham,1,undirected
horatio,polonius,8,undirected
horatio,julius,1,undirected
horatio,reynaldo,1,undirected
horatio,players,1,undirected
horatio,osric,1,undirected
rosencrantz,sailor_ham,1,undirected
rosencrantz,servant_ham,1,undirected
rosencrantz,voltemand,2,undirected
ambassador,claudius,2,undirected
ambassador,laertes,1,undirected
ambassador,hamlet,1,undirected
ambassador,gertrude,1,undirected
ambassador,horatio,1,undirected
ambassador,lord_ham,1,undirected
ambassador,fortinbras,2,undirected
ambassador,osric,1,undirected
norcapt,rosencrantz,1,undirected
clown2_ham,laertes,1,undirected
clown2_ham,hamlet,2,undirected
clown2_ham,gertrude,2,undirected
clown2_ham,hampriest,1,undirected
clown2_ham,horatio,1,undirected
clown2_ham,ophelia,1,undirected
clown2_ham,messenger_ham,2,undirected
clown2_ham,polonius,1,undirected
guildenstern,sailor_ham,1,undirected
guildenstern,rosencrantz,16,undirected
guildenstern,hamlet,15,undirected
guildenstern,lucianus,4,undirected
guildenstern,servant_ham,1,undirected
guildenstern,hamghost,4,undirected
guildenstern,horatio,5,undirected
guildenstern,ophelia,14,undirected
guildenstern,voltemand,2,undirected
guildenstern,polonius,11,undirected
guildenstern,norcapt,1,undirected
guildenstern,players,5,undirected
hamlet,sailor_ham,2,undirected
hamlet,laertes,6,undirected
hamlet,rosencrantz,15,undirected
hamlet,lucianus,1,undirected
hamlet,servant_ham,2,undirected
hamlet,hampriest,2,undirected
hamlet,horatio,10,undirected
hamlet,marcellus,3,undirected
hamlet,ophelia,26,undirected
hamlet,voltemand,7,undirected
hamlet,messenger_ham,6,undirected
hamlet,lord_ham,1,undirected
hamlet,polonius,14,undirected
hamlet,norcapt,1,undirected
hamlet,reynaldo,1,undirected
hamlet,players,4,undirected
hamlet,osric,1,undirected
gents_ham,rosencrantz,1,undirected
gents_ham,guildenstern,1,undirected
gents_ham,hamlet,1,undirected
lucianus,rosencrantz,2,undirected
lucianus,ophelia,2,undirected
lucianus,polonius,2,undirected
lucianus,players,1,undirected
cornelius,laertes,1,undirected
cornelius,rosencrantz,1,undirected
cornelius,guildenstern,1,undirected
cornelius,hamlet,4,undirected
cornelius,gertrude,2,undirected
cornelius,hamghost,3,undirected
cornelius,horatio,1,undirected
cornelius,marcellus,1,undirected
cornelius,ophelia,7,undirected
cornelius,voltemand,3,undirected
cornelius,polonius,2,undirected
