Source,Target,Weight,Type
claudius,laertes,18,undirected
claudius,rosencrantz,16,undirected
claudius,guildenstern,12,undirected
claudius,hamlet,73,undirected
claudius,cornelius,3,undirected
claudius,gertrude,30,undirected
claudius,hamghost,16,undirected
claudius,horatio,8,undirected
claudius,clown1_ham,1,undirected
claudius,ophelia,6,undirected
claudius,voltemand,4,undirected
claudius,messenger_ham,5,undirected
claudius,lord_ham,2,undirected
claudius,polonius,27,undirected
claudius,father_FatherofGhost,2,undirected
claudius,norcapt,1,undirected
claudius,fortinbras,4,undirected
claudius,players,3,undirected
claudius,osric,6,undirected
horatio,sailor_ham,1,undirected
horatio,laertes,3,undirected
horatio,rosencrantz,4,undirected
horatio,neptune,1,undirected
horatio,marcellus,10,undirected
horatio,ophelia,2,undirected
horatio,polonius,2,undirected
horatio,julius,1,undirected
ambassador,sailor_ham,1,undirected
ambassador,rosencrantz,1,undirected
ambassador,guildenstern,1,undirected
ambassador,horatio,1,undirected
guildenstern,rosencrantz,19,undirected
guildenstern,hamlet,17,undirected
guildenstern,hamghost,2,undirected
guildenstern,horatio,4,undirected
guildenstern,ophelia,1,undirected
guildenstern,polonius,3,undirected
guildenstern,players,3,undirected
claudio,messenger_ham,1,undirected
hamlet,laertes,17,undirected
hamlet,rosencrantz,26,undirected
hamlet,horatio,54,undirected
hamlet,marcellus,13,undirected
hamlet,ophelia,18,undirected
hamlet,voltemand,1,undirected
hamlet,messenger_ham,2,undirected
hamlet,polonius,38,undirected
hamlet,norcapt,7,undirected
hamlet,players,18,undirected
hamlet,osric,2,undirected
gents_ham,hamlet,1,undirected
cornelius,laertes,1,undirected
cornelius,hamlet,1,undirected
cornelius,gertrude,1,undirected
cornelius,hamghost,1,undirected
cornelius,voltemand,4,undirected
cornelius,polonius,2,undirected
cornelius,father_FatherofGhost,1,undirected
cornelius,fortinbras,1,undirected
gertrude,laertes,7,undirected
gertrude,rosencrantz,5,undirected
gertrude,guildenstern,6,undirected
gertrude,hamlet,68,undirected
gertrude,hamghost,12,undirected
gertrude,horatio,4,undirected
gertrude,ophelia,12,undirected
gertrude,voltemand,1,undirected
gertrude,messenger_ham,1,undirected
gertrude,lord_ham,2,undirected
gertrude,polonius,17,undirected
gertrude,players,2,undirected
gertrude,hamgent,1,undirected
gertrude,osric,1,undirected
polonius,rosencrantz,4,undirected
polonius,voltemand,2,undirected
polonius,reynaldo,17,undirected
hampriest,laertes,1,undirected
hampriest,ophelia,1,undirected
laertes,ophelia,10,undirected
laertes,voltemand,1,undirected
laertes,messenger_ham,2,undirected
laertes,lord_ham,2,undirected
laertes,polonius,15,undirected
laertes,reynaldo,1,undirected
laertes,osric,6,undirected
clown1_ham,hamlet,1,undirected
clown1_ham,hamghost,1,undirected
clown1_ham,fortinbras,1,undirected
Norman_Lamound,claudius,1,undirected
Norman_Lamound,laertes,2,undirected
Alexander,claudius,1,undirected
Alexander,laertes,1,undirected
Alexander,hamlet,3,undirected
Alexander,gertrude,1,undirected
Alexander,horatio,1,undirected
marcellus,neptune,1,undirected
1player_ham,hamlet,1,undirected
1player_ham,gertrude,1,undirected
Yorick,claudius,1,undirected
Yorick,hamlet,1,undirected
Yorick,horatio,1,undirected
Yorick,clown1_ham,1,undirected
bernardo,hamlet,3,undirected
bernardo,hamghost,5,undirected
bernardo,horatio,7,undirected
bernardo,marcellus,9,undirected
bernardo,francisco,3,undirected
ophelia,rosencrantz,1,undirected
ophelia,polonius,27,undirected
ophelia,reynaldo,1,undirected
messenger_ham,polonius,1,undirected
lord_ham,osric,1,undirected
hamghost,laertes,1,undirected
hamghost,rosencrantz,2,undirected
hamghost,neptune,1,undirected
hamghost,hamlet,40,undirected
hamghost,horatio,11,undirected
hamghost,marcellus,4,undirected
hamghost,voltemand,1,undirected
hamghost,polonius,2,undirected
hamghost,julius,1,undirected
hamghost,players,1,undirected
father_FatherofGhost,hamlet,2,undirected
father_FatherofGhost,gertrude,1,undirected
father_FatherofGhost,hamghost,2,undirected
father_FatherofGhost,voltemand,1,undirected
father_FatherofGhost,fortinbras,1,undirected
Baptista,claudius,1,undirected
Baptista,hamlet,1,undirected
Baptista,Gonzago,1,undirected
julius,neptune,1,undirected
julius,marcellus,1,undirected
julius,polonius,1,undirected
players,rosencrantz,4,undirected
players,polonius,3,undirected
hamgent,polonius,1,undirected
Gonzago,claudius,1,undirected
Gonzago,hamlet,3,undirected
Gonzago,polonius,1,undirected
Gonzago,players,1,undirected
PlayerKing,neptune,1,undirected
fortinbras,hamlet,5,undirected
fortinbras,gertrude,1,undirected
fortinbras,hamghost,3,undirected
fortinbras,horatio,3,undirected
fortinbras,voltemand,2,undirected
fortinbras,norcapt,4,undirected
fortinbras,osric,1,undirected
