Source,Target,Weight,Type
1player_ham,gertrude,4,Undirected
1player_ham,claudius,4,Undirected
1player_ham,hamghost,1,Undirected
1player_ham,rosencrantz,3,Undirected
1player_ham,ophelia,8,Undirected
1player_ham,horatio,1,Undirected
1player_ham,fortinbras,1,Undirected
1player_ham,guildenstern,5,Undirected
1player_ham,polonius,7,Undirected
1player_ham,hamlet,17,Undirected
1player_ham,players,2,Undirected
1player_ham,lucianus,1,Undirected
1player_ham,all_ham,1,Undirected
1player_ham,Gonzago,1,Undirected
1player_ham,PlayerQueen,1,Undirected
1player_ham,voltemand,2,Undirected
1player_ham,cornelius,1,Undirected
1player_ham,PlayerKing,1,Undirected
Alexander,gertrude,3,Undirected
Alexander,claudius,2,Undirected
Alexander,Yorick,1,Undirected
Alexander,horatio,2,Undirected
Alexander,ophelia,1,Undirected
Alexander,clown2_ham,1,Undirected
Alexander,laertes,2,Undirected
Alexander,clown1_ham,1,Undirected
Alexander,hamlet,5,Undirected
Alexander,messenger_ham,2,Undirected
Alexander,all_ham,1,Undirected
Alexander,polonius,1,Undirected
Alexander,hampriest,1,Undirected
Baptista,claudius,1,Undirected
Baptista,Gonzago,1,Undirected
Baptista,hamlet,1,Undirected
Gonzago,gertrude,1,Undirected
Gonzago,claudius,2,Undirected
Gonzago,hamghost,1,Undirected
Gonzago,rosencrantz,1,Undirected
Gonzago,ophelia,6,Undirected
Gonzago,fortinbras,1,Undirected
Gonzago,guildenstern,1,Undirected
Gonzago,polonius,2,Undirected
Gonzago,hamlet,6,Undirected
Gonzago,players,2,Undirected
Gonzago,voltemand,2,Undirected
Gonzago,cornelius,1,Undirected
Norman_Lamound,laertes,1,Undirected
PlayerKing,gertrude,2,Undirected
PlayerKing,claudius,3,Undirected
PlayerKing,rosencrantz,2,Undirected
PlayerKing,ophelia,2,Undirected
PlayerKing,horatio,1,Undirected
PlayerKing,neptune,1,Undirected
PlayerKing,guildenstern,4,Undirected
PlayerKing,hamlet,3,Undirected
PlayerKing,players,2,Undirected
PlayerKing,lucianus,1,Undirected
PlayerKing,all_ham,1,Undirected
PlayerKing,PlayerQueen,7,Undirected
PlayerKing,polonius,2,Undirected
PlayerQueen,gertrude,2,Undirected
PlayerQueen,claudius,3,Undirected
PlayerQueen,rosencrantz,2,Undirected
PlayerQueen,ophelia,2,Undirected
PlayerQueen,horatio,1,Undirected
PlayerQueen,guildenstern,4,Undirected
PlayerQueen,hamlet,3,Undirected
PlayerQueen,players,2,Undirected
PlayerQueen,lucianus,1,Undirected
PlayerQueen,all_ham,1,Undirected
PlayerQueen,polonius,2,Undirected
Yorick,gertrude,2,Undirected
Yorick,claudius,2,Undirected
Yorick,horatio,2,Undirected
Yorick,ophelia,1,Undirected
Yorick,hampriest,1,Undirected
Yorick,laertes,1,Undirected
Yorick,clown1_ham,2,Undirected
Yorick,hamlet,3,Undirected
Yorick,messenger_ham,2,Undirected
Yorick,all_ham,1,Undirected
Yorick,polonius,1,Undirected
Yorick,clown2_ham,1,Undirected
all_ham,ambassador,1,Undirected
all_ham,guildenstern,4,Undirected
all_ham,laertes,9,Undirected
all_ham,rosencrantz,2,Undirected
all_ham,clown2_ham,1,Undirected
all_ham,claudius,10,Undirected
all_ham,hamlet,9,Undirected
all_ham,hamgent,1,Undirected
all_ham,lucianus,1,Undirected
all_ham,cornelius,1,Undirected
all_ham,gertrude,8,Undirected
all_ham,polonius,7,Undirected
all_ham,hampriest,1,Undirected
all_ham,horatio,6,Undirected
all_ham,clown1_ham,1,Undirected
all_ham,marcellus,1,Undirected
all_ham,bernardo,1,Undirected
all_ham,ophelia,5,Undirected
all_ham,voltemand,1,Undirected
all_ham,messenger_ham,4,Undirected
all_ham,lord_ham,1,Undirected
all_ham,hamghost,2,Undirected
all_ham,father_FatherofGhost,1,Undirected
all_ham,fortinbras,3,Undirected
all_ham,players,1,Undirected
all_ham,osric,1,Undirected
ambassador,gertrude,1,Undirected
ambassador,sailor_ham,1,Undirected
ambassador,claudius,2,Undirected
ambassador,horatio,3,Undirected
ambassador,rosencrantz,1,Undirected
ambassador,laertes,1,Undirected
ambassador,fortinbras,3,Undirected
ambassador,guildenstern,1,Undirected
ambassador,hamlet,1,Undirected
ambassador,osric,1,Undirected
ambassador,lord_ham,1,Undirected
bernardo,gertrude,1,Undirected
bernardo,marcellus,23,Undirected
bernardo,claudius,1,Undirected
bernardo,hamghost,8,Undirected
bernardo,father_FatherofGhost,1,Undirected
bernardo,julius,1,Undirected
bernardo,ophelia,1,Undirected
bernardo,laertes,1,Undirected
bernardo,neptune,1,Undirected
bernardo,polonius,1,Undirected
bernardo,hamlet,2,Undirected
bernardo,fortinbras,1,Undirected
bernardo,francisco,15,Undirected
bernardo,voltemand,1,Undirected
bernardo,cornelius,1,Undirected
bernardo,horatio,24,Undirected
claudio,messenger_ham,1,Undirected
claudius,sailor_ham,1,Undirected
claudius,guildenstern,36,Undirected
claudius,laertes,77,Undirected
claudius,rosencrantz,41,Undirected
claudius,clown2_ham,1,Undirected
claudius,hamlet,137,Undirected
claudius,hamgent,1,Undirected
claudius,lucianus,4,Undirected
claudius,servant_ham,1,Undirected
claudius,cornelius,8,Undirected
claudius,gertrude,76,Undirected
claudius,polonius,72,Undirected
claudius,hampriest,1,Undirected
claudius,horatio,18,Undirected
claudius,clown1_ham,2,Undirected
claudius,marcellus,2,Undirected
claudius,ophelia,34,Undirected
claudius,voltemand,10,Undirected
claudius,messenger_ham,13,Undirected
claudius,lord_ham,4,Undirected
claudius,hamghost,23,Undirected
claudius,father_FatherofGhost,3,Undirected
claudius,norcapt,1,Undirected
claudius,fortinbras,10,Undirected
claudius,reynaldo,1,Undirected
claudius,players,7,Undirected
claudius,osric,10,Undirected
clown1_ham,gertrude,2,Undirected
clown1_ham,laertes,1,Undirected
clown1_ham,ophelia,1,Undirected
clown1_ham,clown2_ham,24,Undirected
clown1_ham,horatio,1,Undirected
clown1_ham,fortinbras,1,Undirected
clown1_ham,hamlet,43,Undirected
clown1_ham,messenger_ham,2,Undirected
clown1_ham,hamghost,1,Undirected
clown1_ham,polonius,1,Undirected
clown1_ham,hampriest,1,Undirected
clown2_ham,gertrude,2,Undirected
clown2_ham,horatio,1,Undirected
clown2_ham,ophelia,1,Undirected
clown2_ham,hampriest,1,Undirected
clown2_ham,laertes,1,Undirected
clown2_ham,hamlet,2,Undirected
clown2_ham,messenger_ham,2,Undirected
clown2_ham,polonius,1,Undirected
cornelius,gertrude,4,Undirected
cornelius,marcellus,1,Undirected
cornelius,guildenstern,1,Undirected
cornelius,horatio,1,Undirected
cornelius,father_FatherofGhost,2,Undirected
cornelius,rosencrantz,1,Undirected
cornelius,ophelia,8,Undirected
cornelius,laertes,3,Undirected
cornelius,fortinbras,3,Undirected
cornelius,polonius,5,Undirected
cornelius,hamlet,6,Undirected
cornelius,players,1,Undirected
cornelius,voltemand,8,Undirected
cornelius,hamghost,4,Undirected
father_FatherofGhost,gertrude,2,Undirected
father_FatherofGhost,marcellus,1,Undirected
father_FatherofGhost,horatio,1,Undirected
father_FatherofGhost,ophelia,1,Undirected
father_FatherofGhost,laertes,1,Undirected
father_FatherofGhost,fortinbras,2,Undirected
father_FatherofGhost,polonius,1,Undirected
father_FatherofGhost,hamlet,3,Undirected
father_FatherofGhost,voltemand,2,Undirected
father_FatherofGhost,hamghost,4,Undirected
fortinbras,gertrude,6,Undirected
fortinbras,marcellus,1,Undirected
fortinbras,guildenstern,2,Undirected
fortinbras,horatio,12,Undirected
fortinbras,norcapt,6,Undirected
fortinbras,rosencrantz,2,Undirected
fortinbras,ophelia,7,Undirected
fortinbras,laertes,3,Undirected
fortinbras,polonius,2,Undirected
fortinbras,hamlet,12,Undirected
fortinbras,players,1,Undirected
fortinbras,osric,3,Undirected
fortinbras,lord_ham,2,Undirected
fortinbras,voltemand,5,Undirected
fortinbras,hamghost,7,Undirected
francisco,julius,1,Undirected
francisco,marcellus,5,Undirected
francisco,hamghost,1,Undirected
francisco,neptune,1,Undirected
francisco,horatio,2,Undirected
gents_ham,guildenstern,1,Undirected
gents_ham,rosencrantz,1,Undirected
gents_ham,hamlet,4,Undirected
gertrude,marcellus,1,Undirected
gertrude,guildenstern,24,Undirected
gertrude,horatio,13,Undirected
gertrude,norcapt,1,Undirected
gertrude,rosencrantz,21,Undirected
gertrude,hamgent,6,Undirected
gertrude,ophelia,36,Undirected
gertrude,hampriest,2,Undirected
gertrude,laertes,24,Undirected
gertrude,polonius,44,Undirected
gertrude,hamlet,148,Undirected
gertrude,players,5,Undirected
gertrude,messenger_ham,7,Undirected
gertrude,lucianus,2,Undirected
gertrude,osric,3,Undirected
gertrude,lord_ham,3,Undirected
gertrude,voltemand,5,Undirected
gertrude,hamghost,18,Undirected
guildenstern,sailor_ham,1,Undirected
guildenstern,polonius,15,Undirected
guildenstern,norcapt,1,Undirected
guildenstern,rosencrantz,51,Undirected
guildenstern,ophelia,16,Undirected
guildenstern,horatio,9,Undirected
guildenstern,hamlet,73,Undirected
guildenstern,players,8,Undirected
guildenstern,lucianus,4,Undirected
guildenstern,servant_ham,1,Undirected
guildenstern,voltemand,2,Undirected
guildenstern,hamghost,6,Undirected
hamgent,horatio,3,Undirected
hamgent,ophelia,1,Undirected
hamgent,laertes,2,Undirected
hamgent,hamlet,1,Undirected
hamgent,messenger_ham,2,Undirected
hamgent,polonius,4,Undirected
hamghost,marcellus,9,Undirected
hamghost,horatio,16,Undirected
hamghost,norcapt,1,Undirected
hamghost,rosencrantz,6,Undirected
hamghost,julius,2,Undirected
hamghost,ophelia,10,Undirected
hamghost,laertes,3,Undirected
hamghost,neptune,2,Undirected
hamghost,polonius,8,Undirected
hamghost,hamlet,78,Undirected
hamghost,players,2,Undirected
hamghost,reynaldo,1,Undirected
hamghost,voltemand,5,Undirected
hamlet,sailor_ham,2,Undirected
hamlet,horatio,181,Undirected
hamlet,norcapt,19,Undirected
hamlet,rosencrantz,94,Undirected
hamlet,marcellus,29,Undirected
hamlet,ophelia,94,Undirected
hamlet,hampriest,2,Undirected
hamlet,laertes,49,Undirected
hamlet,reynaldo,1,Undirected
hamlet,voltemand,9,Undirected
hamlet,players,21,Undirected
hamlet,messenger_ham,8,Undirected
hamlet,lucianus,2,Undirected
hamlet,osric,40,Undirected
hamlet,lord_ham,6,Undirected
hamlet,servant_ham,2,Undirected
hamlet,polonius,106,Undirected
hampriest,ophelia,2,Undirected
hampriest,messenger_ham,2,Undirected
hampriest,laertes,6,Undirected
hampriest,horatio,1,Undirected
hampriest,polonius,1,Undirected
horatio,sailor_ham,5,Undirected
horatio,rosencrantz,7,Undirected
horatio,marcellus,50,Undirected
horatio,julius,2,Undirected
horatio,ophelia,9,Undirected
horatio,laertes,8,Undirected
horatio,neptune,2,Undirected
horatio,reynaldo,1,Undirected
horatio,voltemand,1,Undirected
horatio,players,1,Undirected
horatio,messenger_ham,4,Undirected
horatio,lucianus,1,Undirected
horatio,osric,6,Undirected
horatio,lord_ham,1,Undirected
horatio,servant_ham,4,Undirected
horatio,polonius,10,Undirected
julius,marcellus,2,Undirected
julius,polonius,1,Undirected
julius,neptune,2,Undirected
laertes,marcellus,1,Undirected
laertes,ophelia,34,Undirected
laertes,reynaldo,1,Undirected
laertes,voltemand,3,Undirected
laertes,messenger_ham,8,Undirected
laertes,osric,12,Undirected
laertes,lord_ham,3,Undirected
laertes,polonius,30,Undirected
lord_ham,osric,2,Undirected
lucianus,ophelia,2,Undirected
lucianus,polonius,2,Undirected
lucianus,rosencrantz,2,Undirected
lucianus,players,1,Undirected
marcellus,ophelia,3,Undirected
marcellus,polonius,2,Undirected
marcellus,neptune,2,Undirected
marcellus,reynaldo,1,Undirected
marcellus,voltemand,1,Undirected
messenger_ham,ophelia,4,Undirected
messenger_ham,polonius,9,Undirected
norcapt,rosencrantz,2,Undirected
ophelia,players,8,Undirected
ophelia,polonius,62,Undirected
ophelia,reynaldo,3,Undirected
ophelia,rosencrantz,12,Undirected
ophelia,voltemand,14,Undirected
players,polonius,6,Undirected
players,rosencrantz,7,Undirected
players,voltemand,2,Undirected
polonius,reynaldo,34,Undirected
polonius,rosencrantz,14,Undirected
polonius,voltemand,6,Undirected
rosencrantz,sailor_ham,1,Undirected
rosencrantz,voltemand,2,Undirected
rosencrantz,servant_ham,1,Undirected
sailor_ham,servant_ham,1,Undirected
