Source,Target,Weight,Type
Launcelot,Shylock,1,undirected
Duke,Salerio,1,undirected
Duke,Gratiano_mv,1,undirected
Bassanio,Salerio,1,undirected
Bassanio,Duke,1,undirected
Bassanio,Nerissa,1,undirected
Bassanio,Portia_mv,1,undirected
Bassanio,Lorenzo,1,undirected
Bassanio,Leonardo,1,undirected
Bassanio,Gratiano_mv,3,undirected
Bassanio,Shylock,1,undirected
Nerissa,PrinceMorocco,1,undirected
Nerissa,Portia_mv,7,undirected
Portia_mv,PrinceMorocco,2,undirected
Gratiano_mv,Salerio,1,undirected
Gratiano_mv,Nerissa,1,undirected
Gratiano_mv,Portia_mv,1,undirected
Gratiano_mv,Lorenzo,3,undirected
Gratiano_mv,Salarino,2,undirected
Gratiano_mv,Salanio,1,undirected
Salanio,Servant_mv,1,undirected
Salanio,Salarino,7,undirected
Antonio_mv,Salerio,1,undirected
Antonio_mv,Duke,1,undirected
Antonio_mv,Bassanio,1,undirected
Antonio_mv,Gaoler,1,undirected
Antonio_mv,Salarino,2,undirected
Antonio_mv,Gratiano_mv,1,undirected
Antonio_mv,Salanio,1,undirected
Antonio_mv,Shylock,1,undirected
Balthasar_mv,Nerissa,1,undirected
Balthasar_mv,Portia_mv,1,undirected
Balthasar_mv,Lorenzo,1,undirected
Balthasar_mv,Jessica,1,undirected
Gaoler,Salarino,1,undirected
Gaoler,Shylock,1,undirected
Lorenzo,Nerissa,1,undirected
Lorenzo,Portia_mv,1,undirected
Lorenzo,Salarino,1,undirected
Lorenzo,Salanio,1,undirected
Salarino,Servant_mv,1,undirected
Salarino,Shylock,1,undirected
Jessica,Launcelot,2,undirected
Jessica,Nerissa,1,undirected
Jessica,Portia_mv,1,undirected
Jessica,Lorenzo,2,undirected
Jessica,Salarino,1,undirected
