Source,Target,Weight,Type
Launcelot,OldGobbo,34,undirected
Launcelot,Lorenzo,20,undirected
Launcelot,Shylock,8,undirected
Duke,Salerio,3,undirected
Duke,Nerissa,3,undirected
Duke,Portia_mv,9,undirected
Duke,Gratiano_mv,2,undirected
Duke,Shylock,6,undirected
Bassanio,Launcelot,5,undirected
Bassanio,Salerio,2,undirected
Bassanio,Duke,1,undirected
Bassanio,Nerissa,4,undirected
Bassanio,Portia_mv,48,undirected
Bassanio,OldGobbo,3,undirected
Bassanio,all_mv,1,undirected
Bassanio,Lorenzo,1,undirected
Bassanio,Salarino,2,undirected
Bassanio,Leonardo,1,undirected
Bassanio,Gratiano_mv,19,undirected
Bassanio,Shylock,29,undirected
Nerissa,Portia_mv,47,undirected
Nerissa,Shylock,1,undirected
Portia_mv,Salerio,1,undirected
Portia_mv,PrinceMorocco,10,undirected
Portia_mv,PrinceArragon,6,undirected
Portia_mv,Servant_mv,5,undirected
Portia_mv,all_mv,1,undirected
Portia_mv,Shylock,40,undirected
Gratiano_mv,Launcelot,1,undirected
Gratiano_mv,Salerio,2,undirected
Gratiano_mv,Nerissa,12,undirected
Gratiano_mv,Portia_mv,20,undirected
Gratiano_mv,Lorenzo,6,undirected
Gratiano_mv,Salarino,6,undirected
Gratiano_mv,Leonardo,1,undirected
Gratiano_mv,Shylock,7,undirected
Salanio,Salarino,21,undirected
Salanio,Shylock,6,undirected
Antonio_mv,Duke,5,undirected
Antonio_mv,Bassanio,21,undirected
Antonio_mv,Portia_mv,14,undirected
Antonio_mv,Salarino,10,undirected
Antonio_mv,Gratiano_mv,9,undirected
Antonio_mv,Shylock,27,undirected
Balthasar_mv,Portia_mv,1,undirected
Lorenzo,Salerio,1,undirected
Lorenzo,Nerissa,1,undirected
Lorenzo,Portia_mv,12,undirected
Lorenzo,Salarino,1,undirected
Lorenzo,Stephano,6,undirected
Lorenzo,Salanio,3,undirected
Salarino,Servant_mv,1,undirected
Salarino,Shylock,5,undirected
Clerk_mv,Duke,2,undirected
Shylock,Tubal,16,undirected
Jessica,Launcelot,8,undirected
Jessica,Salerio,1,undirected
Jessica,Portia_mv,2,undirected
Jessica,Lorenzo,27,undirected
Jessica,Shylock,3,undirected
